company,ticker,cik,cusip,,
BROOKFIELD INFRASTRUCTURE PARTNERS L.P.,BIPI,1406234,11276h106,,
BROOKFIELD INFRASTRUCTURE PARTNERS L.P.,BIPJ,1406234,11276h106,,
BROOKFIELD INFRASTRUCTURE PARTNERS L.P.,BIP-PA,1406234,11276h106,,
BROOKFIELD INFRASTRUCTURE PARTNERS L.P.,BIP-PB,1406234,11276h106,,
BROOKFIELD INFRASTRUCTURE PARTNERS L.P.,BRIPF,1406234,11276h106,,
"BROOKFIELD OAKTREE HOLDINGS, LLC",OAK-PA,1403528,33833Q106,,
"BROOKFIELD OAKTREE HOLDINGS, LLC",OAK-PB,1403528,33833Q106,,
BROOKFIELD PROPERTY PARTNERS L.P.,BPYPP,1545772,G1624R107,,
BROOKFIELD PROPERTY PARTNERS L.P.,BPYPM,1545772,G1624R107,,
BROOKFIELD PROPERTY PARTNERS L.P.,BPYPN,1545772,G1624R107,,
BROOKFIELD PROPERTY PARTNERS L.P.,BPYPO,1545772,G1624R107,,
BROOKFIELD REAL ASSETS INCOME FUND INC.,RA,1655099,112830104,,
BROOKFIELD RENEWABLE CORP,BEPC,1791863,11285B108,,
BROOKFIELD RENEWABLE PARTNERS L.P.,BEP,1533232,G16258108,,
BROOKFIELD RENEWABLE PARTNERS L.P.,BEPH,1533232,G16258108,,
BROOKFIELD RENEWABLE PARTNERS L.P.,BEPI,1533232,G16258108,,
BROOKFIELD RENEWABLE PARTNERS L.P.,BEPJ,1533232,G16258108,,
BROOKFIELD RENEWABLE PARTNERS L.P.,BEP-PA,1533232,G16258108,,
BROOKFIELD RENEWABLE PARTNERS L.P.,BRENF,1533232,G16258108,,
BROOKFIELD WEALTH SOLUTIONS LTD.,BNT,1837429,G17434104,,
BROOKMOUNT EXPLORATIONS INC,BMXI,1122993,094235108,,
BROOQLY INC.,BRQL,1854526,48242W106,,
"BROWN & BROWN, INC.",BRO,79282,115236101,,
BROWN FORMAN CORP,BF-A,14693,115637209,,
BROWN FORMAN CORP,BF-B,14693,115637209,,
"BROWNIE'S MARINE GROUP, INC",BWMG,1166708,067806109,,
BRP INC.,DOOO,1748797,05577W200,,
BRT APARTMENTS CORP.,BRT,14846,055645303,,
BRUKER CORP,BRKR,1109354,116794108,,
BRUKER CORP,BRKRP,1109354,116794108,,
BRUNELLO CUCINELLI S.P.A./ADR,BCUCF,1581285,26874R108,,
BRUNSWICK CORP,BC,14930,117043109,,
BRUNSWICK CORP,BC-PA,14930,117043109,,
BRUNSWICK CORP,BC-PC,14930,117043109,,
"BT BRANDS, INC.",BTBD,1718224,0557MQ206,,
"BT BRANDS, INC.",BTBDW,1718224,0557MQ206,,
BTC DEVELOPMENT CORP.,BDCI,2042292,47100L301,,
BTC DIGITAL LTD.,BTCT,1796514,m6372q113,,
BTCS INC.,BTCS,1436229,05581m404,,
BTQ TECHNOLOGIES CORP.,BTQ,1821866,05587G203,,
BTQ TECHNOLOGIES CORP.,BTQQF,1821866,05587G203,,
BTS GROUP HOLDINGS PUBLIC CO LIMITED/ADR,BTGRF,1546538,23304y100,,
BTS GROUP HOLDINGS PUBLIC CO LIMITED/ADR,BTLWF,1546538,23304y100,,
BUBBLR INC.,BBLR,1873722,12047b105,,
BUCKLE INC,BKE,885245,118440106,,
BUDA JUICE LLC,BUDA,2079720,SU2000911,,
BUENAVENTURA MINING CO INC,BVN,1013131,192108504,,
BUILD-A-BEAR WORKSHOP INC,BBW,1113809,120076104,,
BUILDABLOCK CORP.,NFTM,1345865,095306106,,
BUILDDIRECT.COM TECHNOLOGIES INC.,BDCTF,1576159,12448X201,,
"BUILDERS FIRSTSOURCE, INC.",BLDR,1316835,12008R107,,
"BULLFROG AI HOLDINGS, INC.",BFRG,1829247,12021E109,,
"BULLFROG AI HOLDINGS, INC.",BFRGW,1829247,12021E109,,
BULLISH,BLSH,1872195,LPSHADLL7,,
BUMBLE INC.,BMBL,1830043,12047b105,,
BUMRUNGRAD HOSPITAL PUBLIC CO LIMITED/ADR,BUHPY,1547870,91529G105,,
BUMRUNGRAD HOSPITAL PUBLIC CO LIMITED/ADR,BUGDF,1547870,91529G105,,
BUMRUNGRAD HOSPITAL PUBLIC CO LIMITED/ADR,BUHHF,1547870,91529G105,,
BUMRUNGRAD HOSPITAL PUBLIC CO LIMITED/ADR,BUHPF,1547870,91529G105,,
BUNGE GLOBAL SA,BG,1996862,H11356104,,
BUNKER HILL MINING CORP.,BHLL,1407583,06849F108,,
BUNZL PLC,BZLFY,1072397,G0403H108,,
BUNZL PLC,BZLFF,1072397,G0403H108,,
BURCON NUTRASCIENCE CORP,BRCNF,1158399,101137107,,
BURFORD CAPITAL LTD,BUR,1714174,00000NANA,,
BURKE & HERBERT FINANCIAL SERVICES CORP.,BHRB,1964333,12135Y108,,
"BURLINGTON STORES, INC.",BURL,1579298,122017106,,
BURNING ROCK BIOTECH LTD,BNR,1792267,12233L206,,
BURZYNSKI RESEARCH INSTITUTE INC,BZYR,724445,76131D103,,
"BUSINESS FIRST BANCSHARES, INC.",BFST,1624322,12326C105,,
BUTLER NATIONAL CORP,BUKS,15847,635017906,,
"BUTTERFLY NETWORK, INC.",BFLY,1804176,124155102,,
"BUTTERFLY NETWORK, INC.",BFLY-WT,1804176,124155102,,
BUUU GROUP LTD,BUUU,2047273,02215R107,,
"BUZZFEED, INC.",BZFD,1828972,077454106,,
"BUZZFEED, INC.",BZFDW,1828972,077454106,,
"BV FINANCIAL, INC.",BVFL,1302387,05465C900,,
BW LPG LTD,BWLP,1649313,Y10230103,,
"BWX TECHNOLOGIES, INC.",BWXT,1486957,05605H100,,
"BXP, INC.",BXP,1037540,101121101,,
BYD CO LTD,BYDDF,1445162,05606l100,,
BYD ELECTRONIC (INTERNATIONAL) CO LTD,BYDIF,1447956,M4R82T106,,
"BYLINE BANCORP, INC.",BY,1702750,124411109,,
BYNORDIC ACQUISITION CORP,BYNO,1801417,124420100,,
BYNORDIC ACQUISITION CORP,BYNOU,1801417,124420100,,
BYNORDIC ACQUISITION CORP,BYNOW,1801417,124420100,,
"BYRN, INC.",BRRN,1397795,48242W106,,
BYRNA TECHNOLOGIES INC.,BYRN,1354866,12448X201,,
C & F FINANCIAL CORP,CFFI,913341,126117100,,
"C. H. ROBINSON WORLDWIDE, INC.",CHRW,1043277,12541w209,,
C1 FUND INC.,CFND,2044327,361008105,,
"C2 BLOCKCHAIN, INC.",CBLO,1882781,852234103,,
C21 INVESTMENTS INC.,CXXIF,831609,316500107,,
C21 INVESTMENTS INC.,CWLXF,831609,316500107,,
C3 METALS INC.,CUAUF,1737319,887399103,,
"C3.AI, INC.",AI,1577526,12468P104,,
C3IS INC.,CISS,1951067,Y18284169,,
"C4 THERAPEUTICS, INC.",CCCC,1662579,12529R107,,
"CABALETTA BIO, INC.",CABA,1759138,12674W109,,
"CABLE ONE, INC.",CABO,1632127,12685J105,,
CABO VERDE CAPITAL INC.,VYRE,1127007,139737100,,
CABOT CORP,CBT,16040,127055101,,
CACI INTERNATIONAL INC /DE/,CACI,16058,127190304,,
CACTUS ACQUISITION CORP. 1 LTD,CCTSF,1865861,G28524117,,
CACTUS ACQUISITION CORP. 1 LTD,CTSUF,1865861,G28524117,,
CACTUS ACQUISITION CORP. 1 LTD,CTSWF,1865861,G28524117,,
"CACTUS, INC.",WHD,1699136,127203107,,
CADELER A/S,CDLR,1978867,12738K109,,
CADENCE BANK,CADE,1299939,12740C103,,
CADENCE BANK,CADE-PA,1299939,12740C103,,
CADENCE DESIGN SYSTEMS INC,CDNS,813672,127387108,,
CADIZ INC,CDZI,727273,127537207,,
CADIZ INC,CDZIP,727273,127537207,,
"CADRE HOLDINGS, INC.",CDRE,1860543,12763L105,,
"CADRENAL THERAPEUTICS, INC.",CVKD,1937993,24823R105,,
CAE INC,CAE,1173382,124765108,,
CAEDRYN ACQUISITION CORP I,CAEA,2072033,G33033104,,
"CAESARS ENTERTAINMENT, INC.",CZR,1590895,12769g100,,
CAESARSTONE LTD.,CSTE,1504379,M20598104,,
CAIXABANK/ADR,CIXPF,1535628,12803K109,,
CAL REDWOOD ACQUISITION CORP.,CRAQ,2058359,G17564108,,
CAL REDWOOD ACQUISITION CORP.,CRAQR,2058359,G17564108,,
CAL REDWOOD ACQUISITION CORP.,CRAQU,2058359,G17564108,,
CAL-MAINE FOODS INC,CALM,16160,128030202,,
CALAMOS CONVERTIBLE & HIGH INCOME FUND,CHY,1222719,12811P108,,
CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,CHI,1171471,128117108,,
CALAMOS DYNAMIC CONVERTIBLE & INCOME FUND,CCD,1602584,12811L107,,
CALAMOS GLOBAL DYNAMIC INCOME FUND,CHW,1396277,12811L107,,
CALAMOS GLOBAL TOTAL RETURN FUND,CGO,1285650,128125101,,
CALAMOS LONG/SHORT EQUITY & DYNAMIC INCOME TRUST,CPZ,1717457,33739p103,,
CALAMOS STRATEGIC TOTAL RETURN FUND,CSQ,1275214,128125101,,
CALAVO GROWERS INC,CVGW,1133470,128246905,,
"CALCIMEDICA, INC.",CALC,1534133,38942Q202,,
CALEDONIA MINING CORP PLC,CMCL,766011,G1757E113,,
CALERES INC,CAL,14707,129500104,,
"CALETHOS, INC.",GEDC,1174891,014442107,,
CALIBERCOS INC.,CWD,1627282,142339100,,
"CALIDI BIOTHERAPEUTICS, INC.",CLDI,1855485,320703309,,
"CALIDI BIOTHERAPEUTICS, INC.",CLDWW,1855485,320703309,,
CALIFORNIA BANCORP \ CA,BCAL,1795815,84252A106,,
CALIFORNIA FIRST LEASING CORP,CFNB,803016,13057Q107,,
CALIFORNIA RESOURCES CORP,CRC,1609253,13057Q107,,
CALIFORNIA WATER SERVICE GROUP,CWT,1035201,130788102,,
"CALIX, INC",CALX,1406666,13100M509,,
CALLAN JMB INC.,CJMB,2032545,131100109,,
"CALUMET, INC. /DE",CLMT,2013745,131428104,,
"CAM GROUP, INC.",CAMG,1419559,12572Q105,,
"CAMBER ENERGY, INC.",CEIN,1309082,13200M607,,
CAMBIUM NETWORKS CORP,CMBM,1738177,G17766109,,
CAMDEN NATIONAL CORP,CAC,750686,031001100,,
CAMDEN PROPERTY TRUST,CPT,906345,133131102,,
CAMECO CORP,CCJ,1009001,13321L108,,
CAMERRY NEW MATERIAL TECH LTD.,CNMT,2046354,71910C202,,
CAMP4 THERAPEUTICS CORP,CAMP,1736730,12529R107,,
CAMPBELL'S CO,CPB,16732,134429109,,
"CAMPING WORLD HOLDINGS, INC.",CWH,1669779,13462K109,,
CAMTEK LTD,CAMT,1109138,M20791105,,
CAN B CORP,CANB,1509957,06652N107,,
CAN-FITE BIOPHARMA LTD.,CANF,1536196,13471N300,,
CANAAN INC.,CAN,1780652,134748102,,
CANADA GOOSE HOLDINGS INC.,GOOS,1690511,135086106,,
CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,CM,1045520,136069101,,
CANADIAN NATIONAL RAILWAY CO,CNI,16868,136375102,,
CANADIAN NATURAL RESOURCES LTD,CNQ,1017413,136385101,,
CANADIAN PACIFIC KANSAS CITY LTD/CN,CP,16875,13646K108,,
CANADIAN SOLAR INC.,CSIQ,1375877,136635109,,
CANAGOLD RESOURCES LTD.,CRCUF,868822,66987E206,,
CANAL PLUS SA/ADR,GRCPY,2063671,14365C103,,
CANALASKA URANIUM LTD,CVVUF,1023109,91702V101,,
CANARY AMERICAN-MADE CRYPTO ETF,MRCA,2083119,025072539,,
"CANDEL THERAPEUTICS, INC.",CADL,1841387,137404109,,
CANGO INC.,CANG,1725123,13803R300,,
"CANNABIS BIOSCIENCE INTERNATIONAL HOLDINGS, INC.",CBIH,1411057,169905106,,
CANNABIS SUISSE CORP.,CSUI,1680132,44969Q406,,
CANNABIST CO HOLDINGS INC.,CBSTF,1776738,13765y103,,
"CANNAE HOLDINGS, INC.",CNNE,1704720,13765n107,,
CANNAISSEUR GROUP INC.,TCRG,1879270,148929102,,
"CANNAPHARMARX, INC.",CPMD,1081938,143130102,,
CANON INC,CAJPY,16988,13803R300,,
CANON INC,CAJFF,16988,13803R300,,
CANOO INC.,GOEVQ,1750153,13803R300,,
CANOPY GROWTH CORP,CGC,1737927,138035704,,
"CANTALOUPE, INC.",CTLP,896429,138103106,,
"CANTALOUPE, INC.",CTLPP,896429,138103106,,
CANTER RESOURCES CORP.,CNRCF,1996586,03674X106,,
CANTER RESOURCES CORP.,CNRCD,1996586,03674X106,,
CANTERBURY PARK HOLDING CORP,CPHC,1672909,13811E101,,
"CANTOR EQUITY PARTNERS I, INC.",CEPO,2027708,G1827P106,,
"CANTOR EQUITY PARTNERS II, INC.",CEPT,2034269,G1827P106,,
"CANTOR EQUITY PARTNERS III, INC.",CAEP,2034268,G1827P106,,
"CANTOR EQUITY PARTNERS IV, INC.",CEPF,2034267,G4491L104,,
"CANTOR EQUITY PARTNERS V, INC.",CEPV,2034266,G4491L104,,
"CANTOR EQUITY PARTNERS, INC.",CEP,1865602,G4491L104,,
CAPITAL BANCORP INC,CBNK,1419536,139737100,,
CAPITAL CITY BANK GROUP INC,CCBG,726601,139674105,,
CAPITAL CLEAN ENERGY CARRIERS CORP.,CCEC,1392326,Y00408107,,
CAPITAL ONE FINANCIAL CORP,COF,927628,14040h105,,
CAPITAL ONE FINANCIAL CORP,COF-PI,927628,14040h105,,
CAPITAL ONE FINANCIAL CORP,COF-PJ,927628,14040h105,,
CAPITAL ONE FINANCIAL CORP,COF-PK,927628,14040h105,,
CAPITAL ONE FINANCIAL CORP,COF-PL,927628,14040h105,,
CAPITAL ONE FINANCIAL CORP,COF-PN,927628,14040h105,,
CAPITAL POWER CORP/ADR,CPXXY,2071911,04010L103,,
CAPITAL POWER CORP/ADR,CPRHF,2071911,04010L103,,
CAPITAL POWER CORP/ADR,CPWPF,2071911,04010L103,,
CAPITAL POWER CORP/ADR,CPXWF,2071911,04010L103,,
CAPITAL PROPERTIES INC /RI/,CPTP,202947,222795502,,
CAPITAL SOUTHWEST CORP,CSWC,17313,140501107,,
CAPITAL SOUTHWEST CORP,CSWCZ,17313,140501107,,
CAPITEC BANK HOLDINGS LTD / ADR,CKHGF,1469059,03736N104,,
"CAPITOL FEDERAL FINANCIAL, INC.",CFFN,1490906,14057J101,,
CAPRI HOLDINGS LTD,CPRI,1530721,G1890L107,,
"CAPRICOR THERAPEUTICS, INC.",CAPR,1133869,14179K101,,
"CAPSOVISION, INC",CV,1378325,03615A108,,
"CAPSTONE COMPANIES, INC.",CAPC,814926,14071L108,,
CAPSTONE COPPER CORP./ADR,CSCCY,2075918,14071L108,,
CAPSTONE COPPER CORP./ADR,CSCCF,2075918,14071L108,,
"CAPSTONE GREEN ENERGY HOLDINGS, INC.",CGEH,1009759,26876F102,,
CAPSTONE HOLDING CORP.,CAPS,887151,14068E208,,
CAPSTONE TECHNOLOGIES GROUP INC.,VIIQ,1470129,266042407,,
CAPTIVA VERDE WELLNESS CORP.,CPIVF,1712294,28035Q102,,
CAPTIVISION INC.,CAPT,1967478,228903100,,
CAPTIVISION INC.,CAPTW,1967478,228903100,,
CARBON REVOLUTION PUBLIC LTD CO,CREV,1960208,76155X100,,
CARBON REVOLUTION PUBLIC LTD CO,CREVW,1960208,76155X100,,
CARDIFF LEXINGTON CORP,CDIX,811222,68373j104,,
"CARDIFF ONCOLOGY, INC.",CRDF,1213037,14147L108,,
CARDINAL HEALTH INC,CAH,721371,14149Y108,,
"CARDIO DIAGNOSTICS HOLDINGS, INC.",CDIO,1870144,14159C202,,
"CARDIO DIAGNOSTICS HOLDINGS, INC.",CDIOW,1870144,14159C202,,
CARDIOL THERAPEUTICS INC.,CRDL,1702123,14179K101,,
"CARDLYTICS, INC.",CDLX,1666071,14161W105,,
"CARECLOUD, INC.",CCLD,1582982,14167R100,,
"CARECLOUD, INC.",CCLDO,1582982,14167R100,,
"CAREDX, INC.",CDNA,1217234,14167L103,,
"CARETRUST REIT, INC.",CTRE,1590717,14174T107,,
CAREVIEW COMMUNICATIONS INC,CRVW,1377149,16119p108,,
CARGOTEC CORP OYJ,CYJBF,1436741,046484309,,
"CARGURUS, INC.",CARG,1494259,141788109,,
"CARIBOU BIOSCIENCES, INC.",CRBU,1619856,142038108,,
"CARING BRANDS, INC.",CBRA,2020737,205887102,,
"CARIS LIFE SCIENCES, INC.",CAI,2019410,142152107,,
CARISMA THERAPEUTICS INC.,CARM,1485003,14216R101,,
CARLISLE COMPANIES INC,CSL,790051,142339100,,
"CARLSMED, INC.",CARL,1794546,14167L103,,
CARLYLE CREDIT INCOME FUND,CCIF,1517767,92535C104,,
CARLYLE CREDIT INCOME FUND,CCIA,1517767,92535C104,,
CARLYLE GROUP INC.,CG,1527166,14316J108,,
CARLYLE GROUP INC.,CGABL,1527166,14316J108,,
"CARLYLE SECURED LENDING, INC.",CGBD,1544206,872280102,,
"CARLYLE SECURED LENDING, INC.",CGBDL,1544206,872280102,,
CARMAX INC,KMX,1170010,143130102,,
CARNIVAL CORP,CCL,815097,143658300,,
CARNIVAL PLC,CUK,1125259,14365C103,,
CARNIVAL PLC,CUKPF,1125259,14365C103,,
CARO HOLDINGS INC.,CAHO,1678105,G29201103,,
CAROLINA RUSH CORP,PUCCF,1727428,043113208,,
"CARPARTS.COM, INC.",PRTS,1378950,14427M107,,
CARPENTER TECHNOLOGY CORP,CRS,17843,144285103,,
CARREFOUR SA,CRRFY,1078642,144430204,,
CARREFOUR SA,CRERF,1078642,144430204,,
CARRIAGE SERVICES INC,CSV,1016281,143905107,,
CARRIER GLOBAL CORP,CARR,1783180,14448C104,,
CARS.COM INC.,CARS,1683606,14575E105,,
CARSALES.COM LIMITED/ADR,CSXXY,1541309,12637N204,,
CARSALES.COM LIMITED/ADR,CRSLF,1541309,12637N204,,
"CARTER BANKSHARES, INC.",CARE,1829576,146103106,,
CARTERS INC,CRI,1060822,146229109,,
CARTESIAN GROWTH CORP II,RENEF,1889112,G19307100,,
CARTESIAN GROWTH CORP II,REEUF,1889112,G19307100,,
CARTESIAN GROWTH CORP II,REEWF,1889112,G19307100,,
CARTESIAN GROWTH CORP III,CGCT,2049662,G19307100,,
CARTESIAN GROWTH CORP III,CGCTU,2049662,G19307100,,
CARTESIAN GROWTH CORP III,CGCTW,2049662,G19307100,,
"CARTESIAN THERAPEUTICS, INC.",RNAC,1453687,14216R101,,
CARTICA ACQUISITION CORP,CRTAF,1848437,G1051H101,,
CARTICA ACQUISITION CORP,CRTUF,1848437,G1051H101,,
CARTICA ACQUISITION CORP,CRTWF,1848437,G1051H101,,
CARVANA CO.,CVNA,1690820,146869102,,
CARVER BANCORP INC,CARV,1016178,146875604,,
CASELLA WASTE SYSTEMS INC,CWST,911177,147448104,,
CASEYS GENERAL STORES INC,CASY,726958,147528103,,
"CASI PHARMACEUTICALS, INC.",CASI,1962738,14757U208,,
CASS INFORMATION SYSTEMS INC,CASS,708781,14808p109,,
CASSAVA SCIENCES INC,SAVA,1069530,14817C107,,
"CASTELLUM, INC.",CTM,1877939,14838T204,,
CASTLE BIOSCIENCES INC,CSTL,1447362,14843C105,,
CASTOR MARITIME INC.,CTRM,1720161,Y1146L208,,
"CATALYST BANCORP, INC.",CLST,1849867,139737100,,
CATALYST CREW TECHNOLOGIES CORP.,CCTC,1477960,12619F104,,
"CATALYST PHARMACEUTICALS, INC.",CPRX,1369568,14888U101,,
CATAPULT GROUP INTERNATIONAL LTD,CAZGF,2074220,14021M107,,
CATERPILLAR INC,CAT,18230,149123101,,
CATHAY GENERAL BANCORP,CATY,861842,149150104,,
"CATHETER PRECISION, INC.",VTAK,1716621,74933X609,,
CATO CORP,CATO,18255,127055101,,
"CAVA GROUP, INC.",CAVA,1639438,148929102,,
"CAVCO INDUSTRIES, INC.",CVCO,278166,86887P309,,
"CAVITATION TECHNOLOGIES, INC.",CVAT,1376793,00835Q202,,
CAYSON ACQUISITION CORP,CAPN,2024203,066644121,,
CAYSON ACQUISITION CORP,CAPNR,2024203,066644121,,
CAYSON ACQUISITION CORP,CAPNU,2024203,066644121,,
"CB FINANCIAL SERVICES, INC.",CBFV,1605301,05580M108,,
"CBAK ENERGY TECHNOLOGY, INC.",CBAT,1117171,14986C102,,
CBD LIFE SCIENCES INC.,CBDL,1776073,142152107,,
"CBDMD, INC.",YCBD,1644903,44934S206,,
"CBIZ, INC.",CBZ,944148,124805102,,
CBL & ASSOCIATES PROPERTIES INC,CBL,910612,222795502,,
CBL INTERNATIONAL LTD,BANL,1914805,87241l109,,
"CBOE GLOBAL MARKETS, INC.",CBOE,1374310,12503m108,,
CBRE GLOBAL REAL ESTATE INCOME FUND,IGR,1268884,12504G100,,
"CBRE GROUP, INC.",CBRE,1138118,12504l109,,
CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,CCCS,1818201,12510Q100,,
CCH HOLDINGS LTD,CCHH,2074123,G1890L107,,
CCSC TECHNOLOGY INTERNATIONAL HOLDINGS LTD,CCTG,1931717,00215W100,,
CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT HOLDINGS LTD,CDTG,1793895,00215W100,,
CDT EQUITY INC.,CDT,1896212,15102K100,,
CDT EQUITY INC.,CDTTW,1896212,15102K100,,
CDW CORP,CDW,1402057,12514G108,,
CEA INDUSTRIES INC.,BNC,1482541,86887P309,,
CEA INDUSTRIES INC.,BNCWW,1482541,86887P309,,
CECO ENVIRONMENTAL CORP,CECO,3197,125141101,,
"CEDAR REALTY TRUST, INC.",CDR-PB,761648,038923108,,
"CEDAR REALTY TRUST, INC.",CDR-PC,761648,038923108,,
CEL SCI CORP,CVM,725363,155123102,,
CELANESE CORP,CE,1306830,150870103,,
CELCUITY INC.,CELC,1603454,15102K100,,
CELESTICA INC,CLS,1030894,15101Q207,,
"CELL SOURCE, INC.",CLCS,1569340,836144105,,
"CELLDEX THERAPEUTICS, INC.",CLDX,744218,15117b202,,
CELLEBRITE DI LTD.,CLBT,1854587,M2197Q107,,
"CELLECTAR BIOSCIENCES, INC.",CLRB,1279704,15117F880,,
CELLECTIS S.A.,CLLS,1627281,15117K103,,
"CELSIUS HOLDINGS, INC.",CELH,1341766,15118V207,,
CELULARITY INC,CELU,1752828,15102K100,,
CELULARITY INC,CELUW,1752828,15102K100,,
CEMENTOS PACASMAYO SAA,CPAC,1221029,56146T103,,
CEMEX SAB DE CV,CX,1076378,151290889,,
CEMEX SAB DE CV,CXMSF,1076378,151290889,,
CEMTREX INC,CETX,1435064,15130G600,,
CEMTREX INC,CETXP,1435064,15130G600,,
"CENCORA, INC.",COR,1140859,03073E105,,
CENNTRO INC.,CENN,1707919,150964104,,
CENOVUS ENERGY INC.,CVE,1475260,15135U109,,
CENOVUS ENERGY INC.,CNVEF,1475260,15135U109,,
CENOVUS ENERGY INC.,CVE-WT,1475260,15135U109,,
CENTENE CORP,CNC,1071739,15135B901,,
CENTERPOINT ENERGY INC,CNP,1130310,15189T107,,
CENTERRA GOLD INC.,CGAU,1854640,152006102,,
CENTERSPACE,CSR,798359,15202L107,,
CENTESSA PHARMACEUTICALS PLC,CNTA,1847903,152309100,,
"CENTRAL & EASTERN EUROPE FUND, INC.",CEE,860489,153436100,,
CENTRAL GARDEN & PET CO,CENT,887733,153527106,,
CENTRAL GARDEN & PET CO,CENTA,887733,153527106,,
CENTRAL JAPAN RAILWAY CO,CJPRF,1334687,153766100,,
CENTRAL NORTH AIRPORT GROUP,OMAB,1378239,656811106,,
CENTRAL NORTH AIRPORT GROUP,GAERF,1378239,656811106,,
CENTRAL PACIFIC FINANCIAL CORP,CPF,701347,154760409,,
CENTRAL PATTANA PUBLIC CO LIMITED/ADR,CPPBY,1551468,12626K203,,
CENTRAL PATTANA PUBLIC CO LIMITED/ADR,CPNNF,1551468,12626K203,,
CENTRAL PATTANA PUBLIC CO LIMITED/ADR,CTPUF,1551468,12626K203,,
"CENTRAL PLAINS BANCSHARES, INC.",CPBI,1979332,15486W100,,
CENTRAL PUERTO S.A.,CEPU,1717161,155123102,,
CENTRAL RETAIL CORP PUBLIC CO LIMITED/ADR,CLRLY,2063231,12626K203,,
CENTRAL SECURITIES CORP,CET,18748,155123102,,
CENTRUS ENERGY CORP,LEU,1065059,15643u104,,
"CENTURI HOLDINGS, INC.",CTRI,1981599,023939901,,
CENTURION ACQUISITION CORP.,ALF,2010930,G20315100,,
CENTURION ACQUISITION CORP.,ALFUU,2010930,G20315100,,
CENTURION ACQUISITION CORP.,ALFUW,2010930,G20315100,,
CENTURY ALUMINUM CO,CENX,949157,156431108,,
CENTURY CASINOS INC /CO/,CNTY,911147,156492100,,
"CENTURY COMMUNITIES, INC.",CCS,1576940,156504300,,
"CENTURY THERAPEUTICS, INC.",IPSC,1850119,15673T100,,
CERAGON NETWORKS LTD,CRNT,1119769,m22013102,,
CERENCE INC.,CRNC,1768267,156727109,,
"CERIBELL, INC.",CBLL,1861107,15678C102,,
"CERO THERAPEUTICS HOLDINGS, INC.",CERO,1870404,71902K402,,
"CERO THERAPEUTICS HOLDINGS, INC.",CEROW,1870404,71902K402,,
"CERTARA, INC.",CERT,1827090,15687V109,,
CERUS CORP,CERS,1020214,157085101,,
CERVOMED INC.,CRVO,1053691,15713L109,,
CEVA INC,CEVA,1173489,157210105,,
CF BANKSHARES INC.,CFBK,1070680,12520L109,,
"CF INDUSTRIES HOLDINGS, INC.",CF,1324404,06690B107,,
CFN ENTERPRISES INC.,CNFN,1352952,05464C101,,
"CFSB BANCORP, INC. /MA/",CFSB,1879103,12530C107,,
"CG ONCOLOGY, INC.",CGON,1991792,156944100,,
CGI INC,GIB,1061574,12532H104,,
CHAGEE HOLDINGS LTD.,CHA,2013649,G1890L107,,
CHAIN BRIDGE BANCORP INC,CBNA,1392272,15746L100,,
CHAIN BRIDGE I,CBGGF,1845149,29250N105,,
CHAIN BRIDGE I,CBRGF,1845149,29250N105,,
CHAIN BRIDGE I,CBRRF,1845149,29250N105,,
CHAKANA COPPER CORP.,CHKKF,1731712,00830V107,,
"CHAMPION HOMES, INC.",SKY,90896,830830105,,
"CHAMPIONS ONCOLOGY, INC.",CSBR,771856,15870P307,,
CHAMPIONSGATE ACQUISITION CORP,CHPG,2024460,G2124S108,,
CHAMPIONSGATE ACQUISITION CORP,CHPGR,2024460,G2124S108,,
CHAMPIONSGATE ACQUISITION CORP,CHPGU,2024460,G2124S108,,
CHANSON INTERNATIONAL HOLDING,CHSN,1825349,169905106,,
CHAODA MODERN AGRICULTURE HOLDINGS LTD /FI,CMGHF,1169760,00792J100,,
"CHARGEPOINT HOLDINGS, INC.",CHPT,1777393,15961R105,,
CHARGING ROBOTICS INC.,CHEV,1459188,75524B104,,
CHARLES & COLVARD LTD,CTHR,1015155,808513105,,
"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,1100682,159864107,,
"CHARLIE'S HOLDINGS, INC.",CHUC,1134765,15118V207,,
"CHARLOTTE'S WEB HOLDINGS, INC.",CWBHF,1750155,337655104,,
CHARLTON ARIA ACQUISITION CORP,CHAR,2024459,G1051H101,,
CHARLTON ARIA ACQUISITION CORP,CHARR,2024459,G1051H101,,
CHARLTON ARIA ACQUISITION CORP,CHARU,2024459,G1051H101,,
CHARMING MEDICAL LTD,MCTA,2035992,6073556HK,,
CHARMING WOW INC,YMXK,2071350,384802104,,
CHART INDUSTRIES INC,GTLS,892553,86887P309,,
CHART INDUSTRIES INC,GTLS-PB,892553,86887P309,,
"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,1091667,16119p108,,
CHASE PACKAGING CORP,WHLT,1025771,695156909,,
CHATHAM LODGING TRUST,CLDT,1476045,16208T102,,
CHATHAM LODGING TRUST,CLDT-PA,1476045,16208T102,,
CHECHE GROUP INC.,CCG,1965473,12572Q105,,
CHECHE GROUP INC.,CCGWW,1965473,12572Q105,,
